BEATS-2020-10-28 21:25:15.298 [main] INFO  xyz.liangwh.headwaters.HeadwatersApplication - Starting HeadwatersApplication on LAPTOP-VGLK8K0J with PID 13444 (D:\LearnProject\soft\headwaters\target\classes started by liangwh in D:\LearnProject\soft\headwaters)
BEATS-2020-10-28 21:25:21.869 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19111
BEATS-2020-10-28 21:25:21.870 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19112
BEATS-2020-10-28 21:25:21.870 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19113
BEATS-2020-10-28 21:25:21.871 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19114
BEATS-2020-10-28 21:25:21.871 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19115
BEATS-2020-10-28 21:25:21.872 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19116
BEATS-2020-10-28 21:25:21.872 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19117
BEATS-2020-10-28 21:25:21.872 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19118
BEATS-2020-10-28 21:25:21.873 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19119
BEATS-2020-10-28 21:25:21.873 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19120
BEATS-2020-10-28 21:25:21.874 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19121
BEATS-2020-10-28 21:25:21.874 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19122
BEATS-2020-10-28 21:25:21.874 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19123
BEATS-2020-10-28 21:25:21.874 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19124
BEATS-2020-10-28 21:25:21.875 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19125
BEATS-2020-10-28 21:25:21.875 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19126
BEATS-2020-10-28 21:25:21.876 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19127
BEATS-2020-10-28 21:25:21.876 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19128
BEATS-2020-10-28 21:25:21.876 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19129
BEATS-2020-10-28 21:25:21.876 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19130
BEATS-2020-10-28 21:25:21.877 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19131
